asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_COL_Wardrobe_Wardrobe_LG,COL-020,block.colony.wardrobe,Wardrobe,Wardrobe,COL,Storage,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,60,120,0,interior_plate:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Interact_Front_01,Doors ×2: hinge 100°,,S,assets/parts/colony/SM_COL_Wardrobe_Wardrobe_LG.blend,export/parts/colony/SM_COL_Wardrobe_Wardrobe_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m."
SM_COL_Wardrobe_Locker_LG,COL-020,block.colony.wardrobe,Wardrobe,Locker,COL,Storage,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,60,120,0,interior_plate:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Interact_Front_01,Doors ×2: hinge 100°,,S,assets/parts/colony/SM_COL_Wardrobe_Locker_LG.blend,export/parts/colony/SM_COL_Wardrobe_Locker_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m."
SM_COL_Desk_LG,COL-021,block.colony.desk,Desk,,COL,Work & Study,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,40,90,0,interior_plate:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Seat_Center_01 SOCKET_Work_Front_01 SOCKET_Lcd_Top_01,,,S,assets/parts/colony/SM_COL_Desk_LG.blend,export/parts/colony/SM_COL_Desk_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m."
SM_COL_Bookshelf_LG,COL-022,block.colony.bookshelf,Bookshelf,,COL,Work & Study,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,70,100,0,interior_plate:5; salvaged_wood:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Interact_Front_01,,,S,assets/parts/colony/SM_COL_Bookshelf_LG.blend,export/parts/colony/SM_COL_Bookshelf_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Book fill-level variations (shape keys or separate meshes)."
SM_COL_ClassroomSet_LG,COL-023,block.colony.classroom_set,Classroom Set,,COL,Work & Study,LG,2×1×2,5.00x2.50x5.00,T2,DOM,M,150,250,0,interior_plate:12; display:1,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Seat_Center_01 SOCKET_Seat_Center_02 SOCKET_Seat_Center_03 SOCKET_Seat_Center_04 SOCKET_Seat_Center_05 SOCKET_Seat_Center_06 SOCKET_Work_Front_01 SOCKET_Lcd_Back_01,,,M,assets/parts/colony/SM_COL_ClassroomSet_LG.blend,export/parts/colony/SM_COL_ClassroomSet_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Chalkboard content is a dynamic texture (Lily's drawings, lessons)."
SM_COL_MediaWall_LG,COL-024,block.colony.media_wall,Media Wall,,COL,Recreation,LG,2×1×1,5.00x2.50x2.50,T1,DOM,S,50,100,-2,interior_plate:4; display:4; computer:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Lcd_Front_01 SOCKET_Audio_Front_01,,Screen,M,assets/parts/colony/SM_COL_MediaWall_LG.blend,export/parts/colony/SM_COL_MediaWall_LG.fbx,Not started,,Wall-mounted screen with a media shelf.
SM_COL_ArcadeCabinet_LG,COL-025,block.colony.arcade_cabinet,Arcade Cabinet,,COL,Recreation,LG,1×1×1,2.50x2.50x2.50,T2,DOM,S,100,150,-1,interior_plate:6; display:1; computer:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Work_Front_01 SOCKET_Lcd_Front_01,,Marquee | Screen,S,assets/parts/colony/SM_COL_ArcadeCabinet_LG.blend,export/parts/colony/SM_COL_ArcadeCabinet_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Salvaged 1990s cabinet with a hand-painted marquee."
SM_COL_PoolTable_LG,COL-026,block.colony.pool_table,Pool Table,,COL,Recreation,LG,2×1×1,5.00x2.50x2.50,T2,DOM,S,300,250,0,interior_plate:10; fabric:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Work_Front_01 SOCKET_Work_Front_02 SOCKET_Work_Back_01 SOCKET_Work_Back_02,,,M,assets/parts/colony/SM_COL_PoolTable_LG.blend,export/parts/colony/SM_COL_PoolTable_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Zero-G variant has magnetic balls (a joke line from Tug)."
SM_COL_MusicCorner_LG,COL-027,block.colony.music_corner,Music Corner,,COL,Recreation,LG,1×1×1,2.50x2.50x2.50,T2,DOM,M,60,100,0,interior_plate:2; salvaged_wood:6; wiring_bundle:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Seat_Center_01 SOCKET_Work_Front_01 SOCKET_Audio_Center_01,,,S,assets/parts/colony/SM_COL_MusicCorner_LG.blend,export/parts/colony/SM_COL_MusicCorner_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Instrument meshes are separate hand props (shared with character animation)."
SM_COL_GymSet_LG,COL-028,block.colony.gym_set,Gym Set,,COL,Recreation,LG,2×1×1,5.00x2.50x2.50,T2,DOM,M,250,300,0,steel_plate:6; small_tube:6; motor:1,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Work_Center_01 SOCKET_Work_Center_02,Treadmill belt scroll,,M,assets/parts/colony/SM_COL_GymSet_LG.blend,export/parts/colony/SM_COL_GymSet_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m."
SM_COL_KidsPlayArea_LG,COL-029,block.colony.kids_play_area,Kids' Play Area,,COL,Recreation,LG,2×1×2,5.00x2.50x5.00,T2,DOM,M,120,200,0,interior_plate:8; fabric:10; bio_plastic:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Work_Center_01 SOCKET_Work_Center_02 SOCKET_Work_Center_03 SOCKET_Work_Center_04 SOCKET_Seat_Front_01 SOCKET_Seat_Front_02,,,M,assets/parts/colony/SM_COL_KidsPlayArea_LG.blend,export/parts/colony/SM_COL_KidsPlayArea_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Drawing table shows the child's current drawing (dynamic texture: Lily's spirals)."
SM_COL_ChapelSet_LG,COL-030,block.colony.chapel_set,Chapel Set,,COL,Spiritual,LG,2×1×2,5.00x2.50x5.00,T2,DOM,M,200,300,0,interior_plate:10; salvaged_wood:12; fabric:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Seat_Center_01 SOCKET_Seat_Center_02 SOCKET_Seat_Center_03 SOCKET_Seat_Center_04 SOCKET_Seat_Center_05 SOCKET_Seat_Center_06 SOCKET_Work_Front_01 SOCKET_Light_Top_01,,Candles,M,assets/parts/colony/SM_COL_ChapelSet_LG.blend,export/parts/colony/SM_COL_ChapelSet_LG.fbx,Not started,,"Furniture sits on the bottom face. Human scale: seat height 0.45 m, table height 0.75 m, counter 0.9 m. Non-denominational; symbols are swappable decals."
SM_COL_MemorialWall_LG,COL-031,block.colony.memorial_wall,Memorial Wall,,COL,Spiritual,LG,2×1×1,5.00x2.50x2.50,T1,DOM,M,180,400,0,interior_plate:8; steel_plate:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,,SOCKET_Interact_Front_01 SOCKET_Work_Front_01 SOCKET_Light_Bottom_01 SOCKET_Light_Bottom_02 SOCKET_Light_Bottom_03,,Candle glow,M,assets/parts/colony/SM_COL_MemorialWall_LG.blend,export/parts/colony/SM_COL_MemorialWall_LG.fbx,Not started,,Name plates are generated text decals (up to 120 names). Leave clear space for photos and drawings people pin up.
SM_COL_Rug_Woven_LG,COL-032,block.colony.rug,Rug,Woven,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,5.0,20,0,fabric:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/colony/SM_COL_Rug_Woven_LG.blend,export/parts/colony/SM_COL_Rug_Woven_LG.fbx,Not started,,2 × 1.4 m floor mesh (4 cm thick) with a fringe. Three patterns.
SM_COL_Rug_KestrelLogo_LG,COL-032,block.colony.rug,Rug,Kestrel Logo,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,5.0,20,0,fabric:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/colony/SM_COL_Rug_KestrelLogo_LG.blend,export/parts/colony/SM_COL_Rug_KestrelLogo_LG.fbx,Not started,,2 × 1.4 m floor mesh (4 cm thick) with a fringe. Three patterns.
SM_COL_Rug_TessariHide_LG,COL-032,block.colony.rug,Rug,Tessari Hide,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T3,DOM,S,5.0,20,0,fabric:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/colony/SM_COL_Rug_TessariHide_LG.blend,export/parts/colony/SM_COL_Rug_TessariHide_LG.fbx,Not started,,2 × 1.4 m floor mesh (4 cm thick) with a fringe. Three patterns.
SM_COL_PottedPlant_EarthFern_LG,COL-033,block.colony.potted_plant,Potted Plant,Earth Fern,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,15,30,0,bio_plastic:2; organics:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Work_Front_01,,,S,assets/parts/colony/SM_COL_PottedPlant_EarthFern_LG.blend,export/parts/colony/SM_COL_PottedPlant_EarthFern_LG.fbx,Not started,,Wind/air-vent sway via vertex shader.
SM_COL_PottedPlant_VeyraBloom_LG,COL-033,block.colony.potted_plant,Potted Plant,Veyra Bloom,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T3,DOM,S,15,30,0,bio_plastic:2; organics:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Work_Front_01,,,S,assets/parts/colony/SM_COL_PottedPlant_VeyraBloom_LG.blend,export/parts/colony/SM_COL_PottedPlant_VeyraBloom_LG.fbx,Not started,,Wind/air-vent sway via vertex shader.
SM_COL_PottedPlant_JuniperBonsai_LG,COL-033,block.colony.potted_plant,Potted Plant,Juniper Bonsai,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T4,DOM,S,15,30,0,bio_plastic:2; organics:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Work_Front_01,,,S,assets/parts/colony/SM_COL_PottedPlant_JuniperBonsai_LG.blend,export/parts/colony/SM_COL_PottedPlant_JuniperBonsai_LG.fbx,Not started,,Wind/air-vent sway via vertex shader.
SM_COL_ArtFrame_LG,COL-034,block.colony.art_frame,Art Frame,,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,4.0,15,0,interior_plate:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Lcd_Front_01,,,S,assets/parts/colony/SM_COL_ArtFrame_LG.blend,export/parts/colony/SM_COL_ArtFrame_LG.fbx,Not started,,Picture surface is a dynamic texture. Three frame styles.
SM_COL_FloorLamp_LG,COL-035,block.colony.floor_lamp,Floor Lamp,,COL,Decor,LG,1×1×1,2.50x2.50x2.50,T1,DOM,S,6.0,20,-0.1,interior_plate:1; construction_component:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Light_Top_01,,Shade glow,S,assets/parts/colony/SM_COL_FloorLamp_LG.blend,export/parts/colony/SM_COL_FloorLamp_LG.fbx,Not started,,Fabric shade uses translucency.
SM_MED_MedicineCabinet_LG,MED-001,block.medical.medicine_cabinet,Medicine Cabinet,,MED,Supplies,LG,1×1×1,2.50x2.50x2.50,T0,IND,S,40,100,0,interior_plate:4; medical_component:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Interact_Front_01,Door: hinge 110°,Red cross backlight,S,assets/parts/medical/SM_MED_MedicineCabinet_LG.blend,export/parts/medical/SM_MED_MedicineCabinet_LG.fbx,Not started,,White cabinet with a red cross; glass door with a crack state.
SM_MED_MedPod_LG,MED-002,block.medical.med_pod,Med-Pod,,MED,Treatment,LG,1×2×1,2.50x5.00x2.50,T1,IND,L,1200,1500,-50,interior_plate:20; construction_component:20; small_tube:10; display:4; medical_component:15; computer:6,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom back,front back left right top bottom,SOCKET_Bed_Center_01 SOCKET_Interact_Front_01 SOCKET_Air_Top_01,Canopy: slides up 1.2 m,Scan ring | Status panel,M,assets/parts/medical/SM_MED_MedPod_LG.blend,export/parts/medical/SM_MED_MedPod_LG.fbx,Not started,,Upright pod; the character stands inside. The respawn animation starts inside the pod.
SM_MED_MedicalBed_LG,MED-003,block.medical.medical_bed,Medical Bed,,MED,Treatment,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,150,300,-2,interior_plate:8; medical_component:4; display:1; fabric:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Bed_Center_01 SOCKET_Work_Left_01 SOCKET_Lcd_Top_01,,Patient monitor,S,assets/parts/medical/SM_MED_MedicalBed_LG.blend,export/parts/medical/SM_MED_MedicalBed_LG.fbx,Not started,,Adjustable bed with a monitor arm and IV stand.
SM_MED_SurgeryTable_LG,MED-004,block.medical.surgery_table,Surgery Table,,MED,Treatment,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,250,300,-5,steel_plate:6; medical_component:10; display:1,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Bed_Center_01 SOCKET_Work_Left_01 SOCKET_Work_Right_01 SOCKET_Light_Top_01,,Surgical lamp,S,assets/parts/medical/SM_MED_SurgeryTable_LG.blend,export/parts/medical/SM_MED_SurgeryTable_LG.fbx,Not started,,Steel table with an overhead surgical light arm (PART_LampArm).
SM_MED_MedicalLab_LG,MED-005,block.medical.medical_lab,Medical Lab,,MED,Research,LG,2×1×2,5.00x2.50x5.00,T2,IND,L,900,1000,-40,interior_plate:20; medical_component:20; computer:10; display:4; glass_panel:6,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Work_Front_01 SOCKET_Work_Front_02 SOCKET_Lcd_Back_01 SOCKET_Interact_Front_01 SOCKET_Air_Top_01,,Microscope screens | Centrifuge lights,M,assets/parts/medical/SM_MED_MedicalLab_LG.blend,export/parts/medical/SM_MED_MedicalLab_LG.fbx,Not started,,"Benches, centrifuge, fume hood and a sample fridge."
SM_MED_QuarantineCell_LG,MED-006,block.medical.quarantine_cell,Quarantine Cell,,MED,Infection Control,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,900,2000,-8,steel_plate:12; glass_panel:12; filter_mesh:6; motor:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Bed_Center_01 SOCKET_Air_Top_01 SOCKET_Interact_Front_01,"Door: slide 1.0 m, lockable",Negative-pressure indicator,S,assets/parts/medical/SM_MED_QuarantineCell_LG.blend,export/parts/medical/SM_MED_QuarantineCell_LG.fbx,Not started,,Glass front so the patient is visible; a speaker grille for talking.
SM_MED_BioScannerGate_LG,MED-007,block.medical.bio_scanner_gate,Bio-Scanner Gate,,MED,Infection Control,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,500,900,-6,steel_plate:10; detector_component:6; computer:4; display:1,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Camera_Center_01 SOCKET_Lcd_Front_01,,Scan plane (green/red),S,assets/parts/medical/SM_MED_BioScannerGate_LG.blend,export/parts/medical/SM_MED_BioScannerGate_LG.fbx,Not started,,"Arch 2.2 m tall, 1.2 m wide."
SM_MED_DeconShower_LG,MED-008,block.medical.decon_shower,Decon Shower,,MED,Infection Control,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,100,200,-10,interior_plate:6; filter_mesh:2; small_tube:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Work_Center_01 SOCKET_Water_Back_01,,UV strip,S,assets/parts/medical/SM_MED_DeconShower_LG.blend,export/parts/medical/SM_MED_DeconShower_LG.fbx,Not started,,Yellow-and-white hazard version of the Shower.
SM_MED_CryoPod_LG,MED-009,block.medical.cryo_pod,Cryo Pod,,MED,Treatment,LG,1×2×1,2.50x5.00x2.50,T3,IND,L,1500,1500,-40,steel_plate:20; glass_panel:6; medical_component:20; computer:10; superconductor:4,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom back,front back left right top bottom,SOCKET_Bed_Center_01 SOCKET_Interact_Front_01,Lid: slides up,Frost-blue interior light | Vital signs panel,M,assets/parts/medical/SM_MED_CryoPod_LG.blend,export/parts/medical/SM_MED_CryoPod_LG.fbx,Not started,,Frosted glass lid; the occupant is visible through the frost (a mask parameter).
SM_DEF_Barricade_Wooden_LG,DEF-001,block.defense.barricade,Barricade,Wooden,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,300,800,0,scrap_metal:10; salvaged_wood:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,,,,S,assets/parts/defense/SM_DEF_Barricade_Wooden_LG.blend,export/parts/defense/SM_DEF_Barricade_Wooden_LG.fbx,Not started,,"1.8 m tall. Each variant has 3 damage states (intact, battered, collapsing) as separate meshes because barricades break visibly."
SM_DEF_Barricade_CarWreck_LG,DEF-001,block.defense.barricade,Barricade,Car Wreck,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,900,1280,0,scrap_metal:30; salvaged_wood:30,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,,,,S,assets/parts/defense/SM_DEF_Barricade_CarWreck_LG.blend,export/parts/defense/SM_DEF_Barricade_CarWreck_LG.fbx,Not started,,"1.8 m tall. Each variant has 3 damage states (intact, battered, collapsing) as separate meshes because barricades break visibly."
SM_DEF_Barricade_PalletAndWire_LG,DEF-001,block.defense.barricade,Barricade,Pallet & Wire,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,300,800,0,scrap_metal:10; salvaged_wood:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,,,,S,assets/parts/defense/SM_DEF_Barricade_PalletAndWire_LG.blend,export/parts/defense/SM_DEF_Barricade_PalletAndWire_LG.fbx,Not started,,"1.8 m tall. Each variant has 3 damage states (intact, battered, collapsing) as separate meshes because barricades break visibly."
SM_DEF_SandbagWall_FullHeight_LG,DEF-002,block.defense.sandbag_wall,Sandbag Wall,Full Height,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,1200,1400,0,fabric:10; scrap_metal:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/defense/SM_DEF_SandbagWall_FullHeight_LG.blend,export/parts/defense/SM_DEF_SandbagWall_FullHeight_LG.fbx,Not started,,Individual bag shapes (6 unique bags instanced).
SM_DEF_SandbagWall_HalfHeight_LG,DEF-002,block.defense.sandbag_wall,Sandbag Wall,Half Height,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,600,700,0,fabric:5; scrap_metal:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/defense/SM_DEF_SandbagWall_HalfHeight_LG.blend,export/parts/defense/SM_DEF_SandbagWall_HalfHeight_LG.fbx,Not started,,Individual bag shapes (6 unique bags instanced).
SM_DEF_BarbedWire_LG,DEF-003,block.defense.barbed_wire,Barbed Wire,,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,40,250,0,scrap_metal:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/defense/SM_DEF_BarbedWire_LG.blend,export/parts/defense/SM_DEF_BarbedWire_LG.fbx,Not started,,Coiled concertina wire on X-frames. Real geometry for the coils (no alpha); keep coils under the S budget with a spline-generated low-segment wire.
SM_DEF_SpikeTrap_LG,DEF-004,block.defense.spike_trap,Spike Trap,,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,100,400,0,scrap_metal:8; salvaged_wood:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,,,,S,assets/parts/defense/SM_DEF_SpikeTrap_LG.blend,export/parts/defense/SM_DEF_SpikeTrap_LG.fbx,Not started,,Rebar and sharpened stakes in a pallet base; 3 wear states.
SM_DEF_ChainLinkFence_Plain_LG,DEF-005,block.defense.chain_link_fence,Chain-Link Fence,Plain,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,60,400,0,scrap_metal:4; small_tube:3,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom left right,,,,,S,assets/parts/defense/SM_DEF_ChainLinkFence_Plain_LG.blend,export/parts/defense/SM_DEF_ChainLinkFence_Plain_LG.fbx,Not started,,Masked chain-link material. Bends under load (vertex shader driven by 'Push').
SM_DEF_ChainLinkFence_RazorWire_LG,DEF-005,block.defense.chain_link_fence,Chain-Link Fence,Razor Wire,DEF,Survivor Defenses,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,60,400,0,scrap_metal:4; small_tube:3,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom left right,,,,,S,assets/parts/defense/SM_DEF_ChainLinkFence_RazorWire_LG.blend,export/parts/defense/SM_DEF_ChainLinkFence_RazorWire_LG.fbx,Not started,,Masked chain-link material. Bends under load (vertex shader driven by 'Push').
SM_DEF_TripwireMine_SG,DEF-006,block.defense.tripwire_mine,Tripwire Mine,,DEF,Traps,SG,1×1×1,0.50x0.50x0.50,T1,SCR,S,4.0,10,0,explosives:1; scrap_metal:1; wiring_bundle:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom,,SOCKET_VfxFire_Center_01,,,XS,assets/parts/defense/SM_DEF_TripwireMine_SG.blend,export/parts/defense/SM_DEF_TripwireMine_SG.fbx,Not started,,Pipe-bomb canister with a wire spool.
SM_DEF_NoiseDecoy_LG,DEF-007,block.defense.noise_decoy,Noise Decoy,,DEF,Traps,LG,1×1×1,2.50x2.50x2.50,T1,SCR,S,60,150,-0.5,scrap_metal:4; radio_component:1; power_cell:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Audio_Center_01,,Blinking LED,S,assets/parts/defense/SM_DEF_NoiseDecoy_LG.blend,export/parts/defense/SM_DEF_NoiseDecoy_LG.fbx,Not started,,Alarm-clock-and-speaker contraption; the SG version is a throwable-sized box.
SM_DEF_NoiseDecoy_SG,DEF-007,block.defense.noise_decoy,Noise Decoy,,DEF,Traps,SG,1×1×1,0.50x0.50x0.50,T1,SCR,S,5.0,30,-0.05,scrap_metal:1; radio_component:1; power_cell:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom,,SOCKET_Audio_Center_01,,Blinking LED,XS,assets/parts/defense/SM_DEF_NoiseDecoy_SG.blend,export/parts/defense/SM_DEF_NoiseDecoy_SG.fbx,Not started,,Alarm-clock-and-speaker contraption; the SG version is a throwable-sized box.
SM_DEF_FlameTrap_LG,DEF-008,block.defense.flame_trap,Flame Trap,,DEF,Traps,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,500,900,-1,steel_plate:8; large_tube:4; motor:1,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom back,,SOCKET_VfxFire_Top_01 SOCKET_Fuel_Bottom_01,,,S,assets/parts/defense/SM_DEF_FlameTrap_LG.blend,export/parts/defense/SM_DEF_FlameTrap_LG.fbx,Not started,,Grated vent plate over nozzles; heat discoloration on the plate.
SM_DEF_InteriorTurret_LG,DEF-009,block.defense.interior_turret,Interior Turret,,DEF,Turrets,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,300,600,-0.5,interior_plate:6; construction_component:20; motor:2; computer:5; steel_plate:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,top,,SOCKET_Muzzle_Bottom_01 SOCKET_Camera_Bottom_01,Yaw 360° | Pitch −90° to 0°,Targeting laser (red),S,assets/parts/defense/SM_DEF_InteriorTurret_LG.blend,export/parts/defense/SM_DEF_InteriorTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_GatlingTurret_LG,DEF-010,block.defense.gatling_turret,Gatling Turret,,DEF,Turrets,LG,3×2×3,7.50x5.00x7.50,T2,IND,L,2200,3000,-2,steel_plate:40; construction_component:30; metal_grid:15; small_tube:6; motor:8; computer:10,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Bottom_01 SOCKET_Camera_Front_01,Yaw 360° | Pitch −10° to +90° | Barrel cluster spin,Status light,M,assets/parts/defense/SM_DEF_GatlingTurret_LG.blend,export/parts/defense/SM_DEF_GatlingTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_GatlingTurret_SG,DEF-010,block.defense.gatling_turret,Gatling Turret,,DEF,Turrets,SG,3×2×3,1.50x1.00x1.50,T2,IND,L,350,500,-0.5,steel_plate:6; construction_component:4; metal_grid:2; small_tube:1; motor:1; computer:2,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Bottom_01 SOCKET_Camera_Front_01,Yaw 360° | Pitch −10° to +90° | Barrel cluster spin,Status light,S,assets/parts/defense/SM_DEF_GatlingTurret_SG.blend,export/parts/defense/SM_DEF_GatlingTurret_SG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
