asset,count,character_id,character,group,type,contents,tier,skeleton,size,lod0_tris,lod1_tris,lod2_tris,lod3_tris,textures,facial_set,facial_capture,blend_path,status,owner,notes
SK_CRE_WildHorse,1,CRE-007,Wild Horse,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"1.50 m at the shoulder, 2.40 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_WildHorse.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitGrazer,1,CRE-008,Fauna Kit — Grazer,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitGrazer_Bodies_##,6,CRE-008,Fauna Kit — Grazer,CRE,Kit module,Bodies (×6),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",36000,18000,7200,2160,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer_Bodies.blend,Greybox built,,
SK_CRE_FaunaKitGrazer_Heads_##,10,CRE-008,Fauna Kit — Grazer,CRE,Kit module,Heads (×10),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer_Heads.blend,Greybox built,,
SK_CRE_FaunaKitGrazer_Legs_##,6,CRE-008,Fauna Kit — Grazer,CRE,Kit module,Legs (×6),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer_Legs.blend,Greybox built,,
SK_CRE_FaunaKitGrazer_Tails_##,6,CRE-008,Fauna Kit — Grazer,CRE,Kit module,Tails (×6),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",8000,4000,1600,480,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer_Tails.blend,Greybox built,,
SK_CRE_FaunaKitGrazer_HornsAndCrests_##,12,CRE-008,Fauna Kit — Grazer,CRE,Kit module,Horns and crests (×12),Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",6400,3200,1280,384,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitGrazer_HornsAndCrests.blend,Greybox built,,
T_CRE_FaunaKitGrazer_PatternMasks_##,16,CRE-008,Fauna Kit — Grazer,CRE,Kit texture,"Pattern masks (×16, 2K masks, no mesh)",Creature-L,EXO_Quadruped,"1.80 m at the shoulder, 3.50 m long",0,0,0,0,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/T_CRE_FaunaKitGrazer_PatternMasks.blend,Greybox built,,
SK_CRE_FaunaKitPredator,1,CRE-009,Fauna Kit — Predator,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitPredator_Bodies_##,5,CRE-009,Fauna Kit — Predator,CRE,Kit module,Bodies (×5),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",36000,18000,7200,2160,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator_Bodies.blend,Greybox built,,
SK_CRE_FaunaKitPredator_Heads_##,8,CRE-009,Fauna Kit — Predator,CRE,Kit module,Heads (×8),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator_Heads.blend,Greybox built,,
SK_CRE_FaunaKitPredator_Legs_##,5,CRE-009,Fauna Kit — Predator,CRE,Kit module,Legs (×5),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator_Legs.blend,Greybox built,,
SK_CRE_FaunaKitPredator_Tails_##,5,CRE-009,Fauna Kit — Predator,CRE,Kit module,Tails (×5),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",8000,4000,1600,480,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator_Tails.blend,Greybox built,,
SK_CRE_FaunaKitPredator_SpinesAndFrills_##,10,CRE-009,Fauna Kit — Predator,CRE,Kit module,Spines and frills (×10),Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",6400,3200,1280,384,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitPredator_SpinesAndFrills.blend,Greybox built,,
T_CRE_FaunaKitPredator_PatternMasks_##,16,CRE-009,Fauna Kit — Predator,CRE,Kit texture,"Pattern masks (×16, 2K masks, no mesh)",Creature-L,EXO_Quadruped,"1.40 m at the shoulder, 3.20 m long",0,0,0,0,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/T_CRE_FaunaKitPredator_PatternMasks.blend,Greybox built,,
SK_CRE_FaunaKitFlyer,1,CRE-010,Fauna Kit — Flyer,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitFlyer.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitFlyer_Bodies_##,5,CRE-010,Fauna Kit — Flyer,CRE,Kit module,Bodies (×5),Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",36000,18000,7200,2160,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitFlyer_Bodies.blend,Greybox built,,
SK_CRE_FaunaKitFlyer_Heads_##,8,CRE-010,Fauna Kit — Flyer,CRE,Kit module,Heads (×8),Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitFlyer_Heads.blend,Greybox built,,
SK_CRE_FaunaKitFlyer_Wings_##,8,CRE-010,Fauna Kit — Flyer,CRE,Kit module,Wings (×8),Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",12000,6000,2400,720,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitFlyer_Wings.blend,Greybox built,,
SK_CRE_FaunaKitFlyer_Tails_##,6,CRE-010,Fauna Kit — Flyer,CRE,Kit module,Tails (×6),Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",8000,4000,1600,480,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitFlyer_Tails.blend,Greybox built,,
T_CRE_FaunaKitFlyer_PatternMasks_##,12,CRE-010,Fauna Kit — Flyer,CRE,Kit texture,"Pattern masks (×12, 2K masks, no mesh)",Creature-L,EXO_Flyer (quadruped + wing chains),"0.60 m at the shoulder, 1.40 m long, 3.20 m wingspan",0,0,0,0,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/T_CRE_FaunaKitFlyer_PatternMasks.blend,Greybox built,,
SK_CRE_FaunaKitBurrower,1,CRE-011,Fauna Kit — Burrower,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Serpentine,4.00 m long,80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitBurrower.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitBurrower_Bodies_##,4,CRE-011,Fauna Kit — Burrower,CRE,Kit module,Bodies (×4),Creature-L,EXO_Serpentine,4.00 m long,36000,18000,7200,2160,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitBurrower_Bodies.blend,Greybox built,,
SK_CRE_FaunaKitBurrower_Heads_##,6,CRE-011,Fauna Kit — Burrower,CRE,Kit module,Heads (×6),Creature-L,EXO_Serpentine,4.00 m long,16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitBurrower_Heads.blend,Greybox built,,
SK_CRE_FaunaKitBurrower_FinsAndPlates_##,8,CRE-011,Fauna Kit — Burrower,CRE,Kit module,Fins and plates (×8),Creature-L,EXO_Serpentine,4.00 m long,6400,3200,1280,384,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitBurrower_FinsAndPlates.blend,Greybox built,,
T_CRE_FaunaKitBurrower_PatternMasks_##,10,CRE-011,Fauna Kit — Burrower,CRE,Kit texture,"Pattern masks (×10, 2K masks, no mesh)",Creature-L,EXO_Serpentine,4.00 m long,0,0,0,0,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/T_CRE_FaunaKitBurrower_PatternMasks.blend,Greybox built,,
SK_CRE_FaunaKitHexapod,1,CRE-012,Fauna Kit — Hexapod,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitHexapod.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_FaunaKitHexapod_Bodies_##,4,CRE-012,Fauna Kit — Hexapod,CRE,Kit module,Bodies (×4),Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",36000,18000,7200,2160,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitHexapod_Bodies.blend,Greybox built,,
SK_CRE_FaunaKitHexapod_Heads_##,6,CRE-012,Fauna Kit — Hexapod,CRE,Kit module,Heads (×6),Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitHexapod_Heads.blend,Greybox built,,
SK_CRE_FaunaKitHexapod_Legs_##,4,CRE-012,Fauna Kit — Hexapod,CRE,Kit module,Legs (×4),Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",16000,8000,3200,960,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitHexapod_Legs.blend,Greybox built,,
SK_CRE_FaunaKitHexapod_Carapaces_##,8,CRE-012,Fauna Kit — Hexapod,CRE,Kit module,Carapaces (×8),Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",6400,3200,1280,384,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_FaunaKitHexapod_Carapaces.blend,Greybox built,,
T_CRE_FaunaKitHexapod_PatternMasks_##,12,CRE-012,Fauna Kit — Hexapod,CRE,Kit texture,"Pattern masks (×12, 2K masks, no mesh)",Creature-L,EXO_Hexapod,"1.20 m at the shoulder, 2.50 m long",0,0,0,0,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/T_CRE_FaunaKitHexapod_PatternMasks.blend,Greybox built,,
SK_CRE_GorgonopsidPermian,1,CRE-013,Gorgonopsid (Permian),CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"0.90 m at the shoulder, 3.00 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_GorgonopsidPermian.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_GorgonopsidPermian_Bloomed,1,CRE-013,Gorgonopsid (Permian),CRE,Variant,Covered in first-harvest Bloom,Creature-L,EXO_Quadruped,"0.90 m at the shoulder, 3.00 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_GorgonopsidPermian_Bloomed.blend,Greybox built,,
SK_CRE_DicynodontPermian,1,CRE-014,Dicynodont (Permian),CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Quadruped,"0.80 m at the shoulder, 2.50 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_DicynodontPermian.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_DicynodontPermian_Bloomed,1,CRE-014,Dicynodont (Permian),CRE,Variant,Covered in first-harvest Bloom,Creature-L,EXO_Quadruped,"0.80 m at the shoulder, 2.50 m long",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_DicynodontPermian_Bloomed.blend,Greybox built,,
SK_CRE_DrownedChoirSinger,1,CRE-015,Drowned Choir Singer,CRE,Base,Base body + head (default outfit and hair for budget checks),Creature-L,EXO_Cetacean,"22.0 m long, 5.0 m girth",80000,40000,16000,4800,Body 4K · head 2K · shared Bloom overlay 2K (for Bloom variants),creature,no,assets/characters/creatures-and-fauna/SK_CRE_DrownedChoirSinger.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_CRE_SowerEcho,1,CRE-016,Sower Echo,CRE,Base,Base body + head (default outfit and hair for budget checks),Secondary,"EXO_Humanoid (UE5 mannequin-compatible), adult, slim",2.80 m tall,60000,30000,12000,3600,Head 2K · Body 2K (shared skin detail) · Outfit 2K · Hair 2K · shared eyes,secondary,no,assets/characters/creatures-and-fauna/SK_CRE_SowerEcho.blend,Greybox built,,"Includes head, body skin and the default outfit and hair when checking the full-character budget."
SK_NPC_OmarFarouk_Signature,1,NOT-kit,Omar Farouk,NOT,Signature piece,Pharmacy smock,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_OmarFarouk_Signature.blend,Greybox built,,Pharmacist
SK_NPC_BethCallahan_Signature,1,NOT-kit,Beth Callahan,NOT,Signature piece,Bus-driver windbreaker,Crowd,EXO_Humanoid,adult_broad,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_BethCallahan_Signature.blend,Greybox built,,School-bus driver
SK_NPC_LuisOrtega_Signature,1,NOT-kit,Luis Ortega,NOT,Signature piece,Grease-stained coveralls,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_LuisOrtega_Signature.blend,Greybox built,,Apprentice mechanic (Tug's protégé)
SK_NPC_GraceLiu_Signature,1,NOT-kit,Grace Liu,NOT,Signature piece,Hoodie,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_GraceLiu_Signature.blend,Greybox built,,Software engineer
SK_NPC_SamuelAdebayo_Signature,1,NOT-kit,Samuel Adebayo,NOT,Signature piece,Security uniform,Crowd,EXO_Humanoid,adult_broad,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_SamuelAdebayo_Signature.blend,Greybox built,,Security supervisor
SK_NPC_TanyaVolkova_Signature,1,NOT-kit,Tanya Volkova,NOT,Signature piece,Flight jacket,Crowd,EXO_Humanoid,adult_athletic,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_TanyaVolkova_Signature.blend,Greybox built,,Helicopter pilot
SK_NPC_EddieSparksMorales_Signature,1,NOT-kit,"Eddie ""Sparks"" Morales",NOT,Signature piece,Tool vest,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_EddieSparksMorales_Signature.blend,Greybox built,,Electrician
SK_NPC_JuneWhitaker_Signature,1,NOT-kit,June Whitaker,NOT,Signature piece,Cardigan,Crowd,EXO_Humanoid,elder,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_JuneWhitaker_Signature.blend,Greybox built,,Librarian
SK_NPC_RaviPatel_Signature,1,NOT-kit,Ravi Patel,NOT,Signature piece,Polo shirt with name tag,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_RaviPatel_Signature.blend,Greybox built,,Gas-station owner
SK_NPC_NoraKelly_Signature,1,NOT-kit,Nora Kelly,NOT,Signature piece,Flannel,Crowd,EXO_Humanoid,adult_athletic,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_NoraKelly_Signature.blend,Greybox built,,Ranch hand
SK_NPC_PeteHollis_Signature,1,NOT-kit,Pete Hollis,NOT,Signature piece,Hard hat,Crowd,EXO_Humanoid,elder,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_PeteHollis_Signature.blend,Greybox built,,Dam engineer
SK_NPC_IngridSRensen_Signature,1,NOT-kit,Ingrid Sørensen,NOT,Signature piece,Windbreaker,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_IngridSRensen_Signature.blend,Greybox built,,Meteorologist
SK_NPC_KwameMensah_Signature,1,NOT-kit,Kwame Mensah,NOT,Signature piece,Hard hat,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_KwameMensah_Signature.blend,Greybox built,,Structural engineer
SK_NPC_LucyTran_Signature,1,NOT-kit,Lucy Tran,NOT,Signature piece,Oversized band T-shirt,Crowd,EXO_Humanoid,teen,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_LucyTran_Signature.blend,Greybox built,,High-school student
SK_NPC_AbeGoldstein_Signature,1,NOT-kit,Abe Goldstein,NOT,Signature piece,Shop apron,Crowd,EXO_Humanoid,elder,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_AbeGoldstein_Signature.blend,Greybox built,,Retired machinist
SK_NPC_CarmenReyes_Signature,1,NOT-kit,Carmen Reyes,NOT,Signature piece,Paramedic uniform,Crowd,EXO_Humanoid,adult_athletic,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_CarmenReyes_Signature.blend,Greybox built,,Paramedic
SK_NPC_DrOlgaIvanova_Signature,1,NOT-kit,Dr. Olga Ivanova,NOT,Signature piece,Haven-9 crew jumpsuit,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_DrOlgaIvanova_Signature.blend,Greybox built,,Haven-9 biologist
SK_NPC_FelixBrandt_Signature,1,NOT-kit,Felix Brandt,NOT,Signature piece,Mining EVA undersuit,Crowd,EXO_Humanoid,adult_broad,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_FelixBrandt_Signature.blend,Greybox built,,Tycho miner
SK_NPC_DmitriPetrov_Signature,1,NOT-kit,Dmitri Petrov,NOT,Signature piece,Hauler coveralls with stickers,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_DmitriPetrov_Signature.blend,Greybox built,,Hauler engineer
SK_NPC_YusufKaya_Signature,1,NOT-kit,Yusuf Kaya,NOT,Signature piece,Chef's jacket over EVA undersuit,Crowd,EXO_Humanoid,adult_broad,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_YusufKaya_Signature.blend,Greybox built,,Hauler cook
SK_NPC_SunnyKapoor_Signature,1,NOT-kit,Sunny Kapoor,NOT,Signature piece,Vest with pins,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_SunnyKapoor_Signature.blend,Greybox built,,Tortuga bartender
SK_NPC_SeleneMoreau_Signature,1,NOT-kit,Selene Moreau,NOT,Signature piece,Stitched robe over EVA,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_SeleneMoreau_Signature.blend,Greybox built,,Choir defector
SK_NPC_TomasVega_Signature,1,NOT-kit,Tomas Vega,NOT,Signature piece,Undyed robe,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_TomasVega_Signature.blend,Greybox built,,Choir defector
SK_NPC_JadeOkonkwo_Signature,1,NOT-kit,Jade Okonkwo,NOT,Signature piece,Directorate engineering jumpsuit,Crowd,EXO_Humanoid,adult_average,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_JadeOkonkwo_Signature.blend,Greybox built,,Directorate engineer (defector)
SK_NPC_HectorSalazar_Signature,1,NOT-kit,Hector Salazar,NOT,Signature piece,Prisoner gown,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_HectorSalazar_Signature.blend,Greybox built,,Freed Null carrier
SK_NPC_AmaraDiallo_Signature,1,NOT-kit,Amara Diallo,NOT,Signature piece,Prisoner gown,Crowd,EXO_Humanoid,teen,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_AmaraDiallo_Signature.blend,Greybox built,,Freed Null carrier
SK_NPC_BenHargrove_Signature,1,NOT-kit,Ben Hargrove,NOT,Signature piece,Stetson,Crowd,EXO_Humanoid,adult_broad,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_BenHargrove_Signature.blend,Greybox built,,Rancher
SK_NPC_MiguelChuyIbarra_Signature,1,NOT-kit,"Miguel ""Chuy"" Ibarra",NOT,Signature piece,Army combat uniform,Crowd,EXO_Humanoid,adult_slim,8000,4000,1600,480,1K,crowd,no,assets/characters/notable-survivors/SK_NPC_MiguelChuyIbarra_Signature.blend,Greybox built,,Army private
